file,date,obj_pixels,obj_area_ha,total_pixels,fraction
13072021_pred.tif,13072021,342970,3781.24425,3716800,0.0922756134309083
30082023_pred.tif,30082023,187601,2068.301025,4243632,0.0442076504277468
